AB Actor Overlap,AB Relationship Overlap,Unique A Actors,Unique B Actors,Unique A Relationships,Unique B Relationships
,"('Lester Sittler', 'Ed Stratton')",,,,
,"('Jack Cook', 'Barbara Odell')",,,,
,"('Jack Cook', 'Michael Bernhardt')",,,,
,"('Peter Mason', 'Marcas Flindt')",,,,
,"('James McNeil', 'Tom Ives')",,,,
,"('Robert Evans', 'Rob DeClue')",,,,
,"('Robert McCarthy', 'Paul Hamilton')",,,,
,"('Rex Thorton', 'Steven Palmatier')",,,,
,"('Carl Ivarson', 'David DeClue')",,,,
,"('Ryan Holbrook', 'Thomas Turner')",,,,
,"('Brian Conover', 'Dolores Nabinger')",,,,
,"('Peter Mason', 'Robert McCarthy')",,,,
,"('Wilma Subra', 'John Conrad')",,,,
,"('Rex Thorton', 'Laurie Buckmaster')",,,,
,"('Kenneth Barton', 'James Maddalone')",,,,
,"('Ken Smith', 'Fred Heisler')",,,,
,"('George Seneck', 'John Lawrence')",,,,
,"('Kelly Branigan', 'Barbara Odell')",,,,
,"('Gary Simpson', 'Fred Heisler')",,,,
,"('Wilma Subra', 'Marcas Flindt')",,,,
,"('Lawrence Wilcox', 'Adrian Kuzminski')",,,,
,"('Thomas Libous', 'Steve Harris')",,,,
,"('Carl Ivarson', 'James Northrup')",,,,
,"('Wayne Outwater', 'James Little')",,,,
,"('Wayne Outwater', 'Lou Allstadt')",,,,
,"('David Dunckel', 'Michael Bernhardt')",,,,
,"('Ellen Harrington', 'Tim Whitesell')",,,,
,"('Wayne Outwater', 'Thomas Turner')",,,,
,"('Rex Thorton', 'Carl Ivarson')",,,,
,"('John Conrad', 'David Paterson')",,,,
,"('Michael Miles', 'Evan Williams')",,,,
,"('Robert Evans', 'Joseph Zaczek')",,,,
,"('James McNeil', 'Carol Ralbag')",,,,
,"('Irmin Mody', 'Richard Downey')",,,,
,"('Eric Wilson', 'Nicole Dillingham')",,,,
,"('Arrington Canor', 'George Westcott')",,,,
,"('Ryan Holbrook', 'Drew Piaschyk')",,,,
,"('Kelly Branigan', 'Donna Jones')",,,,
,"('John Schaeffer', 'Terry Stark')",,,,
,"('Jeffrey Blanchard', 'Glenn Hubbell')",,,,
,"('David Dunckel', 'James McNeil')",,,,
,"('Kenneth Barton', 'Dennis Holbrook')",,,,
,"('Robert McCarthy', 'David DeClue')",,,,
,"('Peter Flanagan', 'Michael Miles')",,,,
,"('Therese Myers', 'Robert McCarthy')",,,,
,"('Michael Miles', 'Andrew Cuomo')",,,,
,"('Robert Evans', 'Irmin Mody')",,,,
,"('Lou Allstadt', 'Thomas Turner')",,,,
,"('David Paterson', 'Richard Schlag')",,,,
,"('Barb Roberts', 'Brian Conover')",,,,
,"('Robert Evans', 'Charles Mastro')",,,,
,"('George Seneck', 'John Schaeffer')",,,,
,"('Ed Stratton', 'George Westcott')",,,,
,"('Thomas Turner', 'Ellen Harrington')",,,,
,"('Ryan Holbrook', 'Richard Schlag')",,,,
,"('Robert Jeffrey', 'Ellen Harrington')",,,,
,"('Thomas Grace', 'Robert Jeffrey')",,,,
,"('Michael Bernhardt', 'James Maddalone')",,,,
,"('Kenneth Barton', 'Ken Fogerty')",,,,
,"('Robert Jeffrey', 'Lawrence Wilcox')",,,,
,"('Jack Cook', 'Pete Grannis')",,,,
,"('Peter Cordes', 'Calvin Tillman')",,,,
,"('Eric Wilson', 'Thomas Turner')",,,,
,"('Terry Stark', 'Charles Mastro')",,,,
,"('Ryan Holbrook', 'Thomas Grace')",,,,
,"('Peter Mason', 'Barbara Odell')",,,,
,"('Dolores Nabinger', 'Marcas Flindt')",,,,
,"('Bryant LaTourette', 'Ellen Harrington')",,,,
,"('Carl Ivarson', 'Dennis Holbrook')",,,,
,"('Peter Mason', 'Wayne Outwater')",,,,
,"('Rex Thorton', 'Therese Myers')",,,,
,"('Andrew Cuomo', 'Ed Stratton')",,,,
,"('Therese Myers', 'John Conrad')",,,,
,"('John Lawrence', 'Andrew Cuomo')",,,,
,"('James Little', 'Michael Bernhardt')",,,,
,"('Wayne Outwater', 'Steve Harris')",,,,
,"('Dolores Nabinger', 'Paul Hamilton')",,,,
,"('Therese Myers', 'Richard Schlag')",,,,
,"('Nicole Dillingham', 'John Lawrence')",,,,
,"('Linda Olin', 'Clifford Crouch')",,,,
,"('Irmin Mody', 'Thomas Libous')",,,,
,"('Wilma Subra', 'Richard Downey')",,,,
,"('David Dunckel', 'Arrington Canor')",,,,
,"('Carl Ivarson', 'Bradd Vickers')",,,,
,"('Steven Palmatier', 'Florence Doller')",,,,
,"('Michael Miles', 'Michael Bernhardt')",,,,
,"('George Westcott', 'Todd Paternoster')",,,,
,"('Peter Mason', 'Kelly Branigan')",,,,
,"('John Conrad', 'James Maddalone')",,,,
,"('Wayne Outwater', 'Robert Jeffrey')",,,,
,"('Donna Jones', 'Andrew Cuomo')",,,,
,"('Nicole Dillingham', 'Thomas Turner')",,,,
,"('Lou Allstadt', 'James McNeil')",,,,
,"('Steven Palmatier', 'Marcas Flindt')",,,,
,"('Brian Conover', 'Arrington Canor')",,,,
,"('Peter Cordes', 'James Bays')",,,,
,"('Richard Downey', 'Ken Fogerty')",,,,
,"('Ed Stratton', 'Carol Ralbag')",,,,
,"('Robert McCarthy', 'Marcas Flindt')",,,,
,"('Joseph Zaczek', 'Dolores Nabinger')",,,,
,"('James Bays', 'Dennis Holbrook')",,,,
,"('Robert Evans', 'David Dunckel')",,,,
,"('Jeffrey Blanchard', 'Barb Roberts')",,,,
,"('Robert Wansor', 'Kenneth Barton')",,,,
,"('Thomas Libous', 'Jonathan Dunckel')",,,,
,"('Scott Kurkowski', 'Ken Fogerty')",,,,
,"('Robert McCarthy', 'Calvin Tillman')",,,,
,"('Rex Thorton', 'Robert Jeffrey')",,,,
,"('Jack Cook', 'Dolores Nabinger')",,,,
,"('Joseph Zaczek', 'Dennis Holbrook')",,,,
,"('Bryant LaTourette', 'John Conrad')",,,,
,"('Rex Thorton', 'Bryant LaTourette')",,,,
,"('Michael Miles', 'Jack Cook')",,,,
,"('Kenneth Barton', 'Brian Conover')",,,,
,"('John Conrad', 'Rob DeClue')",,,,
,"('Kenneth Barton', 'Patricia Wakefield')",,,,
,"('Pete Grannis', 'Laurie Buckmaster')",,,,
,"('Bryant LaTourette', 'Brian Conover')",,,,
,"('Ryan Holbrook', 'Marcas Flindt')",,,,
,"('David Dunckel', 'Laurie Buckmaster')",,,,
,"('James Bays', 'Jeff Webb')",,,,
,"('Thomas Grace', 'Clifford Crouch')",,,,
,"('Carol Robinson', 'Joseph Zaczek')",,,,
,"('Thomas Grace', 'Ed Stratton')",,,,
,"('Brian Conover', 'Jerry Kreiner')",,,,
,"('Gary Simpson', 'Ross Iannello')",,,,
,"('Evan Williams', 'Steve Harris')",,,,
,"('Kelly Branigan', 'Lawrence Wilcox')",,,,
,"('Peter Mason', 'Evan Williams')",,,,
,"('Carol Robinson', 'Tom Ives')",,,,
,"('Pete Grannis', 'Patricia Wakefield')",,,,
,"('Peter Cordes', 'Marcas Flindt')",,,,
,"('Robert Evans', 'Ken Fogerty')",,,,
,"('Lou Allstadt', 'Robert McCarthy')",,,,
,"('Carol Ralbag', 'Patricia Wakefield')",,,,
,"('Bryant LaTourette', 'James McNeil')",,,,
,"('Michael Miles', 'Kenneth Barton')",,,,
,"('Peter Cordes', 'Richard Schlag')",,,,
,"('Adrian Kuzminski', 'Ellen Harrington')",,,,
,"('Glenn Hubbell', 'Lester Sittler')",,,,
,"('Thomas Grace', 'David Law')",,,,
,"('James Little', 'Barb Roberts')",,,,
,"('Barb Roberts', 'Lester Sittler')",,,,
,"('Michael Bernhardt', 'Dennis Brown')",,,,
,"('Nicole Dillingham', 'Charles Mastro')",,,,
,"('Kenneth Barton', 'Robert Jeffrey')",,,,
,"('Brian Conover', 'Robert McCarthy')",,,,
,"('Therese Myers', 'Carol Ralbag')",,,,
,"('Adrian Kuzminski', 'David Law')",,,,
,"('Carl Ivarson', 'Jonathan Dunckel')",,,,
,"('Richard Downey', 'Dolores Nabinger')",,,,
,"('Carol Robinson', 'Bradd Vickers')",,,,
,"('Drew Piaschyk', 'John Schaeffer')",,,,
,"('Carol Robinson', 'Terry Stark')",,,,
,"('Dennis Brown', 'Richard Schlag')",,,,
,"('Gary Simpson', 'Marcas Flindt')",,,,
,"('Wilma Subra', 'Nicole Dillingham')",,,,
,"('Richard Schlag', 'Laurie Buckmaster')",,,,
,"('Thomas Grace', 'Rob DeClue')",,,,
,"('John Schaeffer', 'Robert Evans')",,,,
,"('Peter Flanagan', 'Donna Jones')",,,,
,"('Robert McCarthy', 'Ellen Harrington')",,,,
,"('Irmin Mody', 'David Paterson')",,,,
,"('Irmin Mody', 'Patricia Wakefield')",,,,
,"('Peter Mason', 'Jeffrey Blanchard')",,,,
,"('James Maddalone', 'Florence Doller')",,,,
,"('Shane Butler', 'Drew Piaschyk')",,,,
,"('Gary Simpson', 'David DeClue')",,,,
,"('Bob Thomas', 'Therese Myers')",,,,
,"('David Dunckel', 'Andrew Cuomo')",,,,
,"('Carol Ralbag', 'Dolores Nabinger')",,,,
,"('Adrian Kuzminski', 'Paul Hamilton')",,,,
,"('Therese Myers', 'Carol Robinson')",,,,
,"('George Seneck', 'Thomas Libous')",,,,
,"('Bradd Vickers', 'Dennis Holbrook')",,,,
,"('John Lawrence', 'Florence Doller')",,,,
,"('Bryant LaTourette', 'Jonathan Dunckel')",,,,
,"('Kenneth Barton', 'Barb Roberts')",,,,
,"('Thomas Libous', 'Lawrence Wilcox')",,,,
,"('Robert Jeffrey', 'Clifford Crouch')",,,,
,"('Jerry Kreiner', 'Barbara Odell')",,,,
,"('Rob DeClue', 'David Law')",,,,
,"('Wayne Outwater', 'John Lawrence')",,,,
,"('Kelly Branigan', 'Robert McCarthy')",,,,
,"('Jerry Kreiner', 'Arrington Canor')",,,,
,"('Steven Palmatier', 'Jeff Webb')",,,,
,"('Fred Heisler', 'Ross Iannello')",,,,
,"('John Schaeffer', 'Robert McCarthy')",,,,
,"('Nicole Dillingham', 'Rob DeClue')",,,,
,"('Lawrence Wilcox', 'Ross Iannello')",,,,
,"('Rena Doing', 'David Law')",,,,
,"('Joseph Zaczek', 'Jonathan Dunckel')",,,,
,"('Lou Allstadt', 'Todd Paternoster')",,,,
,"('John Lawrence', 'Robert McCarthy')",,,,
,"('Andrew Cuomo', 'Carl Ivarson')",,,,
,"('Rex Thorton', 'David Law')",,,,
,"('Jerry Kreiner', 'James McNeil')",,,,
,"('Carol Robinson', 'Dolores Nabinger')",,,,
,"('Peter Mason', 'John Conrad')",,,,
,"('Evan Williams', 'Barbara Odell')",,,,
,"('George Seneck', 'Jeffrey Blanchard')",,,,
,"('Rena Doing', 'Arrington Canor')",,,,
,"('Arrington Canor', 'Charles Mastro')",,,,
,"('Peter Mason', 'Rex Thorton')",,,,
,"('Robert Wansor', 'Brian Conover')",,,,
,"('Jack Cook', 'Marcas Flindt')",,,,
,"('Rex Thorton', 'Arrington Canor')",,,,
,"('Clifford Crouch', 'Jeff Webb')",,,,
,"('Wilma Subra', 'Jeff Webb')",,,,
,"('Shane Butler', 'Peter Flanagan')",,,,
,"('Jerry Kreiner', 'Florence Doller')",,,,
,"('Therese Myers', 'Rob DeClue')",,,,
,"('Glenn Hubbell', 'Carol Ralbag')",,,,
,"('Robert Jeffrey', 'Jerry Kreiner')",,,,
,"('Ed Stratton', 'Charles Mastro')",,,,
,"('Lawrence Wilcox', 'Steve Harris')",,,,
,"('John Lawrence', 'Linda Olin')",,,,
,"('Wilma Subra', 'Robert McCarthy')",,,,
,"('Lou Allstadt', 'Ken Fogerty')",,,,
,"('Peter Flanagan', 'Jack Cook')",,,,
,"('Thomas Grace', 'Glenn Hubbell')",,,,
,"('Arrington Canor', 'David Paterson')",,,,
,"('Wilma Subra', 'Ellen Harrington')",,,,
,"('Andrew Cuomo', 'Barbara Odell')",,,,
,"('Lester Sittler', 'Scott Kurkowski')",,,,
,"('Shane Butler', 'Pete Grannis')",,,,
,"('Thomas Turner', 'David Law')",,,,
,"('James Maddalone', 'Ken Fogerty')",,,,
,"('Carl Ivarson', 'Thomas Libous')",,,,
,"('Gary Simpson', 'Ellen Harrington')",,,,
,"('Ken Fogerty', 'Dennis Holbrook')",,,,
,"('Rex Thorton', 'Calvin Tillman')",,,,
,"('Linda Olin', 'Ken Fogerty')",,,,
,"('Arrington Canor', 'Pete Grannis')",,,,
,"('Lou Allstadt', 'Adrian Kuzminski')",,,,
,"('Carol Robinson', 'Jerry Kreiner')",,,,
,"('Robert Jeffrey', 'Todd Paternoster')",,,,
,"('Bryant LaTourette', 'Clifford Crouch')",,,,
,"('Lou Allstadt', 'Steve Harris')",,,,
,"('Wayne Outwater', 'Dennis Brown')",,,,
,"('Michael Miles', 'James Little')",,,,
,"('Lou Allstadt', 'Jack Cook')",,,,
,"('Rena Doing', 'Tom Ives')",,,,
,"('Glenn Hubbell', 'Jack Cook')",,,,
,"('Tim Whitesell', 'Paul Hamilton')",,,,
,"('Michael Bernhardt', 'Steven Palmatier')",,,,
,"('Kelly Branigan', 'David Dunckel')",,,,
,"('John Schaeffer', 'David Dunckel')",,,,
,"('Rena Doing', 'Carol Robinson')",,,,
,"('Bryant LaTourette', 'George Westcott')",,,,
,"('Jack Cook', 'Scott Kurkowski')",,,,
,"('Jerry Kreiner', 'Steven Palmatier')",,,,
,"('Linda Olin', 'Michael Bernhardt')",,,,
,"('Tim Whitesell', 'David Law')",,,,
,"('Barb Roberts', 'Lawrence Wilcox')",,,,
,"('John Lawrence', 'Kenneth Barton')",,,,
,"('John Schaeffer', 'Laurie Buckmaster')",,,,
,"('George Seneck', 'Jonathan Dunckel')",,,,
,"('Thomas Grace', 'Arrington Canor')",,,,
,"('Pete Grannis', 'Steve Harris')",,,,
,"('Bob Thomas', 'George Westcott')",,,,
,"('Glenn Hubbell', 'David Paterson')",,,,
,"('Ken Smith', 'Ed Stratton')",,,,
,"('Therese Myers', 'Lester Sittler')",,,,
,"('Carl Ivarson', 'Carol Ralbag')",,,,
,"('James Bays', 'Barbara Odell')",,,,
,"('Carl Ivarson', 'David Paterson')",,,,
,"('Richard Downey', 'David DeClue')",,,,
,"('Scott Kurkowski', 'Rob DeClue')",,,,
,"('Wayne Outwater', 'George Westcott')",,,,
,"('John Conrad', 'James Bays')",,,,
,"('Dennis Brown', 'Tim Whitesell')",,,,
,"('Linda Olin', 'Carol Ralbag')",,,,
,"('Jack Cook', 'Richard Downey')",,,,
,"('Peter Mason', 'John Schaeffer')",,,,
,"('Dennis Brown', 'Arrington Canor')",,,,
,"('Joseph Zaczek', 'Barbara Odell')",,,,
,"('Wilma Subra', 'Barbara Odell')",,,,
,"('Ken Smith', 'James Maddalone')",,,,
,"('Steven Palmatier', 'David DeClue')",,,,
,"('Eric Wilson', 'Tom Ives')",,,,
,"('Glenn Hubbell', 'Bradd Vickers')",,,,
,"('Therese Myers', 'Jerry Kreiner')",,,,
,"('Robert Jeffrey', 'Calvin Tillman')",,,,
,"('Evan Williams', 'Todd Paternoster')",,,,
,"('Richard Downey', 'Joseph Zaczek')",,,,
,"('Carol Ralbag', 'David DeClue')",,,,
,"('John Lawrence', 'Thomas Grace')",,,,
,"('Carol Ralbag', 'Ross Iannello')",,,,
,"('Arrington Canor', 'James Maddalone')",,,,
,"('George Seneck', 'Florence Doller')",,,,
,"('Nicole Dillingham', 'Therese Myers')",,,,
,"('Arrington Canor', 'Joseph Zaczek')",,,,
,"('Nicole Dillingham', 'Laurie Buckmaster')",,,,
,"('Michael Bernhardt', 'Ellen Harrington')",,,,
,"('Bob Thomas', 'Adrian Kuzminski')",,,,
,"('Jeff Webb', 'Laurie Buckmaster')",,,,
,"('Robert Jeffrey', 'Carol Ralbag')",,,,
,"('Peter Mason', 'Steve Harris')",,,,
,"('Jack Cook', 'Irmin Mody')",,,,
,"('Jack Cook', 'Paul Hamilton')",,,,
,"('Steven Palmatier', 'David Law')",,,,
,"('Michael Miles', 'Lou Allstadt')",,,,
,"('Lou Allstadt', 'Scott Kurkowski')",,,,
,"('Peter Flanagan', 'John Schaeffer')",,,,
,"('Robert Evans', 'Terry Stark')",,,,
,"('Barb Roberts', 'Adrian Kuzminski')",,,,
,"('Donna Jones', 'Pete Grannis')",,,,
,"('Nicole Dillingham', 'Tom Ives')",,,,
,"('James Bays', 'David Law')",,,,
,"('Thomas Grace', 'Jerry Kreiner')",,,,
,"('Peter Cordes', 'Laurie Buckmaster')",,,,
,"('Bob Thomas', 'Robert Jeffrey')",,,,
,"('Rena Doing', 'Thomas Grace')",,,,
,"('Kenneth Barton', 'Glenn Hubbell')",,,,
,"('Ed Stratton', 'Richard Downey')",,,,
,"('Dennis Brown', 'James Bays')",,,,
,"('Donna Jones', 'Peter Cordes')",,,,
,"('Wayne Outwater', 'Florence Doller')",,,,
,"('James McNeil', 'James Northrup')",,,,
,"('Gary Simpson', 'Carol Robinson')",,,,
,"('Gary Simpson', 'James Little')",,,,
,"('Jerry Kreiner', 'Paul Hamilton')",,,,
,"('Todd Paternoster', 'Steve Harris')",,,,
,"('Gary Simpson', 'Robert Evans')",,,,
,"('Rex Thorton', 'David Paterson')",,,,
,"('Lawrence Wilcox', 'Ed Stratton')",,,,
,"('Michael Bernhardt', 'Paul Hamilton')",,,,
,"('Clifford Crouch', 'Dolores Nabinger')",,,,
,"('Barb Roberts', 'Pete Grannis')",,,,
,"('Drew Piaschyk', 'James Little')",,,,
,"('Gary Simpson', 'Tim Whitesell')",,,,
,"('Kelly Branigan', 'Thomas Grace')",,,,
,"('Donna Jones', 'Joseph Zaczek')",,,,
,"('Brian Conover', 'Adrian Kuzminski')",,,,
,"('Arrington Canor', 'Calvin Tillman')",,,,
,"('Bradd Vickers', 'Carol Ralbag')",,,,
,"('George Seneck', 'James Northrup')",,,,
,"('Rena Doing', 'Robert Jeffrey')",,,,
,"('Terry Stark', 'Paul Hamilton')",,,,
,"('Bob Thomas', 'David Dunckel')",,,,
,"('Carol Ralbag', 'Florence Doller')",,,,
,"('Thomas Turner', 'Carol Ralbag')",,,,
,"('Wilma Subra', 'James McNeil')",,,,
,"('Carol Robinson', 'Barbara Odell')",,,,
,"('Brian Conover', 'Laurie Buckmaster')",,,,
,"('Wilma Subra', 'Robert Evans')",,,,
,"('James Maddalone', 'Tim Whitesell')",,,,
,"('Michael Miles', 'Ken Fogerty')",,,,
,"('Thomas Libous', 'Scott Kurkowski')",,,,
,"('Jonathan Dunckel', 'Tim Whitesell')",,,,
,"('Carl Ivarson', 'Dolores Nabinger')",,,,
,"('Kelly Branigan', 'Linda Olin')",,,,
,"('Ed Stratton', 'Paul Hamilton')",,,,
,"('Lester Sittler', 'James Bays')",,,,
,"('Kelly Branigan', 'Thomas Libous')",,,,
,"('Barb Roberts', 'Jonathan Dunckel')",,,,
,"('Eric Wilson', 'Jeff Webb')",,,,
,"('Therese Myers', 'Steven Palmatier')",,,,
,"('Clifford Crouch', 'Todd Paternoster')",,,,
,"('Lou Allstadt', 'Linda Olin')",,,,
,"('Thomas Grace', 'Dolores Nabinger')",,,,
,"('Brian Conover', 'Ellen Harrington')",,,,
,"('Jeffrey Blanchard', 'Rob DeClue')",,,,
,"('Eric Wilson', 'Bob Thomas')",,,,
,"('Andrew Cuomo', 'Irmin Mody')",,,,
,"('Shane Butler', 'Thomas Turner')",,,,
,"('Peter Mason', 'Robert Wansor')",,,,
,"('Lou Allstadt', 'Patricia Wakefield')",,,,
,"('John Conrad', 'Robert McCarthy')",,,,
,"('James Little', 'Joseph Zaczek')",,,,
,"('Scott Kurkowski', 'Pete Grannis')",,,,
,"('Evan Williams', 'David Law')",,,,
,"('John Conrad', 'Ellen Harrington')",,,,
,"('Donna Jones', 'Patricia Wakefield')",,,,
,"('Kenneth Barton', 'Evan Williams')",,,,
,"('John Schaeffer', 'Thomas Grace')",,,,
,"('Jerry Kreiner', 'Ken Fogerty')",,,,
,"('Drew Piaschyk', 'Ken Fogerty')",,,,
,"('Drew Piaschyk', 'Brian Conover')",,,,
,"('Peter Mason', 'Michael Bernhardt')",,,,
,"('Shane Butler', 'Dolores Nabinger')",,,,
,"('Thomas Grace', 'David Paterson')",,,,
,"('Drew Piaschyk', 'James McNeil')",,,,
,"('Dennis Holbrook', 'David Law')",,,,
,"('Tom Ives', 'Tim Whitesell')",,,,
,"('James Little', 'Irmin Mody')",,,,
,"('Rob DeClue', 'James Northrup')",,,,
,"('Jeffrey Blanchard', 'Florence Doller')",,,,
,"('Kenneth Barton', 'Terry Stark')",,,,
,"('Thomas Grace', 'Brian Conover')",,,,
,"('Jerry Kreiner', 'Robert McCarthy')",,,,
,"('John Schaeffer', 'Rex Thorton')",,,,
,"('Tom Ives', 'Carol Ralbag')",,,,
,"('Clifford Crouch', 'Pete Grannis')",,,,
,"('Lawrence Wilcox', 'Pete Grannis')",,,,
,"('Eric Wilson', 'Peter Cordes')",,,,
,"('Wayne Outwater', 'Gary Simpson')",,,,
,"('Andrew Cuomo', 'Thomas Libous')",,,,
,"('Eric Wilson', 'Robert Jeffrey')",,,,
,"('Donna Jones', 'Ellen Harrington')",,,,
,"('John Schaeffer', 'Adrian Kuzminski')",,,,
,"('Drew Piaschyk', 'Lester Sittler')",,,,
,"('Scott Kurkowski', 'Charles Mastro')",,,,
,"('Pete Grannis', 'Richard Downey')",,,,
,"('Wayne Outwater', 'Jack Cook')",,,,
,"('Laurie Buckmaster', 'Ross Iannello')",,,,
,"('Pete Grannis', 'James Maddalone')",,,,
,"('Lester Sittler', 'Evan Williams')",,,,
,"('Gary Simpson', 'Adrian Kuzminski')",,,,
,"('Jonathan Dunckel', 'Ross Iannello')",,,,
,"('Michael Miles', 'Barb Roberts')",,,,
,"('Steven Palmatier', 'Ross Iannello')",,,,
,"('George Seneck', 'David DeClue')",,,,
,"('Dolores Nabinger', 'Steve Harris')",,,,
,"('Barbara Odell', 'Ross Iannello')",,,,
,"('Therese Myers', 'James McNeil')",,,,
,"('Robert Wansor', 'Charles Mastro')",,,,
,"('Jack Cook', 'Patricia Wakefield')",,,,
,"('Paul Hamilton', 'Steve Harris')",,,,
,"('Shane Butler', 'Scott Kurkowski')",,,,
,"('Shane Butler', 'Patricia Wakefield')",,,,
,"('Clifford Crouch', 'Charles Mastro')",,,,
,"('Nicole Dillingham', 'Carol Robinson')",,,,
,"('John Lawrence', 'Brian Conover')",,,,
,"('Nicole Dillingham', 'Fred Heisler')",,,,
,"('Fred Heisler', 'Richard Schlag')",,,,
,"('Gary Simpson', 'Pete Grannis')",,,,
,"('Jeffrey Blanchard', 'Jonathan Dunckel')",,,,
,"('Michael Miles', 'Carol Robinson')",,,,
,"('David Dunckel', 'Glenn Hubbell')",,,,
,"('James McNeil', 'Richard Schlag')",,,,
,"('Irmin Mody', 'Adrian Kuzminski')",,,,
,"('David Dunckel', 'Evan Williams')",,,,
,"('Steven Palmatier', 'Steve Harris')",,,,
,"('Donna Jones', 'Therese Myers')",,,,
,"('John Schaeffer', 'James Northrup')",,,,
,"('Jack Cook', 'Adrian Kuzminski')",,,,
,"('Ken Smith', 'Therese Myers')",,,,
,"('Shane Butler', 'John Lawrence')",,,,
,"('Lester Sittler', 'Patricia Wakefield')",,,,
,"('Jack Cook', 'Charles Mastro')",,,,
,"('Scott Kurkowski', 'Steve Harris')",,,,
,"('Fred Heisler', 'Carol Robinson')",,,,
,"('Barb Roberts', 'Steve Harris')",,,,
,"('Nicole Dillingham', 'Glenn Hubbell')",,,,
,"('Donna Jones', 'Linda Olin')",,,,
,"('Shane Butler', 'Ellen Harrington')",,,,
,"('Ellen Harrington', 'David Law')",,,,
,"('Ed Stratton', 'David Law')",,,,
,"('Thomas Turner', 'Florence Doller')",,,,
,"('Irmin Mody', 'David DeClue')",,,,
,"('Linda Olin', 'Carl Ivarson')",,,,
,"('Dennis Holbrook', 'Jeff Webb')",,,,
,"('Jeffrey Blanchard', 'Carol Ralbag')",,,,
,"('Shane Butler', 'Joseph Zaczek')",,,,
,"('Gary Simpson', 'Todd Paternoster')",,,,
,"('Bradd Vickers', 'Robert McCarthy')",,,,
,"('Bryant LaTourette', 'Ken Fogerty')",,,,
,"('Peter Cordes', 'Kenneth Barton')",,,,
,"('Linda Olin', 'Dennis Brown')",,,,
,"('Therese Myers', 'Paul Hamilton')",,,,
,"('Wilma Subra', 'Ed Stratton')",,,,
,"('David Dunckel', 'Robert McCarthy')",,,,
,"('Barb Roberts', 'Irmin Mody')",,,,
,"('Shane Butler', 'Peter Cordes')",,,,
,"('Therese Myers', 'James Little')",,,,
,"('Steve Harris', 'Patricia Wakefield')",,,,
,"('Shane Butler', 'George Seneck')",,,,
,"('Lawrence Wilcox', 'Jonathan Dunckel')",,,,
,"('Jeffrey Blanchard', 'Kenneth Barton')",,,,
,"('Carl Ivarson', 'Richard Downey')",,,,
,"('Paul Hamilton', 'Patricia Wakefield')",,,,
,"('Kelly Branigan', 'David Paterson')",,,,
,"('John Conrad', 'Ross Iannello')",,,,
,"('Therese Myers', 'Tim Whitesell')",,,,
,"('Rena Doing', 'Paul Hamilton')",,,,
,"('Robert Evans', 'Thomas Grace')",,,,
,"('David Paterson', 'Laurie Buckmaster')",,,,
,"('Lou Allstadt', 'Charles Mastro')",,,,
,"('Lou Allstadt', 'Jeff Webb')",,,,
,"('Paul Hamilton', 'David Law')",,,,
,"('Barb Roberts', 'Joseph Zaczek')",,,,
,"('Carol Robinson', 'Lester Sittler')",,,,
,"('Glenn Hubbell', 'Thomas Turner')",,,,
,"('Todd Paternoster', 'Charles Mastro')",,,,
,"('Lawrence Wilcox', 'George Westcott')",,,,
,"('Jeffrey Blanchard', 'Todd Paternoster')",,,,
,"('Rob DeClue', 'Calvin Tillman')",,,,
,"('Eric Wilson', 'Dennis Holbrook')",,,,
,"('Therese Myers', 'Richard Downey')",,,,
,"('Drew Piaschyk', 'Jack Cook')",,,,
,"('Peter Mason', 'Tim Whitesell')",,,,
,"('Ken Smith', 'Scott Kurkowski')",,,,
,"('James Little', 'Patricia Wakefield')",,,,
,"('Kelly Branigan', 'Ed Stratton')",,,,
,"('Scott Kurkowski', 'Calvin Tillman')",,,,
,"('Robert Jeffrey', 'Patricia Wakefield')",,,,
,"('John Conrad', 'Evan Williams')",,,,
,"('Donna Jones', 'Carol Ralbag')",,,,
,"('Peter Cordes', 'Barb Roberts')",,,,
,"('Ed Stratton', 'David DeClue')",,,,
,"('Rex Thorton', 'Paul Hamilton')",,,,
,"('Brian Conover', 'Lester Sittler')",,,,
,"('Ed Stratton', 'Ken Fogerty')",,,,
,"('David Paterson', 'David Law')",,,,
,"('Linda Olin', 'David Law')",,,,
,"('Carol Robinson', 'Dennis Holbrook')",,,,
,"('Glenn Hubbell', 'Richard Schlag')",,,,
,"('Drew Piaschyk', 'Wilma Subra')",,,,
,"('Shane Butler', 'Steve Harris')",,,,
,"('James Bays', 'Marcas Flindt')",,,,
,"('Eric Wilson', 'Jeffrey Blanchard')",,,,
,"('Shane Butler', 'Therese Myers')",,,,
,"('Scott Kurkowski', 'Carol Ralbag')",,,,
,"('Peter Flanagan', 'Carol Robinson')",,,,
,"('Bryant LaTourette', 'David Law')",,,,
,"('Arrington Canor', 'Scott Kurkowski')",,,,
,"('Eric Wilson', 'Calvin Tillman')",,,,
,"('Barb Roberts', 'Scott Kurkowski')",,,,
,"('Linda Olin', 'Carol Robinson')",,,,
,"('Pete Grannis', 'Dolores Nabinger')",,,,
,"('Drew Piaschyk', 'Steve Harris')",,,,
,"('Nicole Dillingham', 'Michael Bernhardt')",,,,
,"('Donna Jones', 'Rena Doing')",,,,
,"('Terry Stark', 'Carol Ralbag')",,,,
,"('George Seneck', 'Linda Olin')",,,,
,"('Jack Cook', 'James Maddalone')",,,,
