AB Actor Overlap,AB Relationship Overlap,Unique A Actors,Unique B Actors,Unique A Relationships,Unique B Relationships
,"('Nick Schoonover', 'Terry Collins')",,,,
,"('James Douglas', 'Milton Dougherty')",,,,
,"('Christine Curkendall', 'Mark Sorochinsky')",,,,
,"('Helen Slottje', 'Joseph Bish')",,,,
,"('Dan Lindsay', 'Darrick Evensen')",,,,
,"('Don Zaengle', 'Elaine Jardine')",,,,
,"('David Slottje', 'Eric Halstead')",,,,
,"('Eric Halstead', 'Frank Cook')",,,,
,"('Ron McEwen', 'Steve Szczepanski')",,,,
,"('Chris Brown', 'Ashur Terwilliger')",,,,
,"('Matt Crowe', 'Sue Heavenrich')",,,,
,"('Jeremy Wheeler', 'Connie Kulze')",,,,
,"('Ken Gordo', 'Bob Aman')",,,,
,"('Brett Chedzoy', 'Jackie Root')",,,,
,"('Tom Libous', 'Frank Cook')",,,,
,"('Dave Dibble', 'Steve Szczepanski')",,,,
,"('Don Zaengle', 'Chris Denton')",,,,
,"('James Douglas', 'Peter Pappas')",,,,
,"('Don Zaengle', 'Lynn Craig')",,,,
,"('Bob Freeman', 'Dick VanScoy')",,,,
,"('Helen Slottje', 'Doug Barton')",,,,
,"('Rachel Treichler', 'Gary Henry')",,,,
,"('Jim Douglas', 'Darrick Evensen')",,,,
,"('David Slottje', 'Ron McEwen')",,,,
,"('Jeremy Wheeler', 'Dan Bish')",,,,
,"('Chris Brown', 'Martha Goodsell')",,,,
,"('Florence Alpert', 'Jeff Decker')",,,,
,"('Terry Engelder', 'Jim Worden')",,,,
,"('Christine Curkendall', 'Sue Heavenrich')",,,,
,"('Judy Quigley', 'Ken Strickland')",,,,
,"('Don Barber', 'Lynn Craig')",,,,
,"('Gary Henry', 'Jeff Decker')",,,,
,"('Eric Halstead', 'Kevin Noble')",,,,
,"('Jackie Root', 'Terry Collins')",,,,
,"('Don Boyce', 'Bill Leonard')",,,,
,"('David Weber', 'Dan Fitzsimmons')",,,,
,"('Chris Brown', 'Bill Kulze')",,,,
,"('Kurt Schrader', 'Dan Fitzsimmons')",,,,
,"('James Douglas', 'Jackie Root')",,,,
,"('Joseph Bish', 'Mark Sorochinsky')",,,,
,"('Susannah Reese', 'Brenda Boyce')",,,,
,"('Joseph Bish', 'Jaqueline Beal')",,,,
,"('Brett Chedzoy', 'Brad Robinson')",,,,
,"('Loretta Sullivan', 'Chris Denton')",,,,
,"('Robert Williams', 'Chris Denton')",,,,
,"('Eric Gartenman', 'Jackie Root')",,,,
,"('Christine Curkendall', 'Wayne Wells')",,,,
,"('Darlene Cobler', 'Brenda Boyce')",,,,
,"('Kurt Schrader', 'Kevin Burns')",,,,
,"('Judy Quigley', 'Dan Fitzsimmons')",,,,
,"('Alice Irons', 'David Weber')",,,,
,"('Richard Lasky', 'Jeff Decker')",,,,
,"('Joseph Bish', 'Dan Bish')",,,,
,"('Robert Salvato', 'David Weber')",,,,
,"('Jeffery Jacquet', 'Terry Collins')",,,,
,"('Bob Aman', 'Chris Denton')",,,,
,"('Brett Chedzoy', 'Peter Pappas')",,,,
,"('Judy Quigley', 'Frank Cook')",,,,
,"('Alice Irons', 'Brad Robinson')",,,,
,"('Steve Szczepanski', 'Robert Riggs')",,,,
,"('Alice Irons', 'Ed Griffith')",,,,
,"('Don Barber', 'Darrick Evensen')",,,,
,"('James Douglas', 'Alice Irons')",,,,
,"('Ed Griffith', 'Mike Dannaher')",,,,
,"('Kurt Schrader', 'Coulter Heavenrich')",,,,
,"('Robert Williams', 'David Weber')",,,,
,"('Chris Brown', 'Terry Collins')",,,,
,"('Brenda Boyce', 'Brad Robinson')",,,,
,"('Eric Halstead', 'Milton Dougherty')",,,,
,"('James Douglas', 'Ken Gordo')",,,,
,"('Chris Brown', 'Dan Fitzsimmons')",,,,
,"('Bob Aman', 'Robert Riggs')",,,,
,"('Jim Douglas', 'Gary Lash')",,,,
,"('Jeff Decker', 'Eric Gartenman')",,,,
,"('Dan Bish', 'Coulter Heavenrich')",,,,
,"('Nick Schoonover', 'Susannah Reese')",,,,
,"('Aaron Gowan', 'Frank Cook')",,,,
,"('Kevin Noble', 'Ashur Terwilliger')",,,,
,"('Peter Pappas', 'Don Zaengle')",,,,
,"('Helen Slottje', 'Ed Griffith')",,,,
,"('Terry Engelder', 'Steve Szczepanski')",,,,
,"('Jeffery Jacquet', 'Ron Keibel')",,,,
,"('Kevin Noble', 'Chris Denton')",,,,
,"('Gary Henry', 'Ken Gordo')",,,,
,"('Lois Dillworth', 'Martha Goodsell')",,,,
,"('Alice Irons', 'Susannah Reese')",,,,
,"('Jim Douglas', 'Matt Crowe')",,,,
,"('Peter Pappas', 'Kevin Noble')",,,,
,"('Jim Douglas', 'Eric Halstead')",,,,
,"('Chris Brown', 'Ken Strickland')",,,,
,"('Nick Schoonover', 'Elaine Jardine')",,,,
,"('Bob Aman', 'Steve Szczepanski')",,,,
,"('Randy Murray', 'Karl Gesslein')",,,,
,"('Dan Lindsay', 'Arthur Cacciola')",,,,
,"('Chris Brown', 'Elaine Jardine')",,,,
,"('Nicole Gwardyak', 'Bill Leonard')",,,,
,"('Robert Salvato', 'Bill Kulze')",,,,
,"('Peter Pappas', 'Chris Denton')",,,,
,"('Doug Barton', 'Connie Kulze')",,,,
,"('Helen Slottje', 'John Holko')",,,,
,"('Connie Kulze', 'Ashur Terwilliger')",,,,
,"('Tim Whitesell', 'Steve Szczepanski')",,,,
,"('Chris Brown', 'Christine Curkendall')",,,,
,"('Peter Pappas', 'Mark Sorochinsky')",,,,
,"('Dan Lindsay', 'Jim Worden')",,,,
,"('Robert Williams', 'Lynn Craig')",,,,
,"('Bill Leonard', 'Ken Strickland')",,,,
,"('Peter Pappas', 'Jeff Decker')",,,,
,"('Bob Aman', 'Brad Robinson')",,,,
,"('Brett Chedzoy', 'Gary Lash')",,,,
,"('Jamal Diboun', 'Darlene Cobler')",,,,
,"('Chris Brown', 'Susannah Reese')",,,,
,"('Martha Goodsell', 'Darrick Evensen')",,,,
,"('Jeremy Wheeler', 'Nicole Gwardyak')",,,,
,"('Loretta Sullivan', 'David Weber')",,,,
,"('Jeffery Jacquet', 'Gary Lash')",,,,
,"('Dan Lindsay', 'Terry Engelder')",,,,
,"('Kurt Schrader', 'Don Zaengle')",,,,
,"('David Slottje', 'Jim Douglas')",,,,
,"('Don Barber', 'Jamal Diboun')",,,,
,"('David Slottje', 'Marchie Diffindorf')",,,,
,"('Kurt Schrader', 'Darrick Evensen')",,,,
,"('Kurt Schrader', 'Gary Lash')",,,,
,"('Aaron Gowan', 'Doug McLinko')",,,,
,"('Bob Freeman', 'Elaine Jardine')",,,,
,"('Robert Williams', 'Martha Goodsell')",,,,
,"('David Slottje', 'Aaron Gowan')",,,,
,"('George Williams', 'Steve Szczepanski')",,,,
,"('Bill Leonard', 'Dan Fitzsimmons')",,,,
,"('Terry Engelder', 'Gary Lash')",,,,
,"('Terry Engelder', 'Darrick Evensen')",,,,
,"('George Williams', 'Wayne Wells')",,,,
,"('Helen Slottje', 'Tom Libous')",,,,
,"('James Douglas', 'Karl Gesslein')",,,,
,"('Mike Dannaher', 'Carrie Czebiniak')",,,,
,"('Darrick Evensen', 'Robert Riggs')",,,,
,"('Darlene Cobler', 'Matt Crowe')",,,,
,"('Martha Goodsell', 'Brad Robinson')",,,,
,"('Joseph Bish', 'Doug Barton')",,,,
,"('Peter Pappas', 'Darrick Evensen')",,,,
,"('Rachel Treichler', 'Dan Fitzsimmons')",,,,
,"('David Slottje', 'Bill Leonard')",,,,
,"('Sue Heavenrich', 'Robert Riggs')",,,,
,"('Arthur Cacciola', 'George Williams')",,,,
,"('Marchie Diffindorf', 'Ken Strickland')",,,,
,"('Judy Quigley', 'Chris Denton')",,,,
,"('Helen Slottje', 'Karl Gesslein')",,,,
,"('Doug Barton', 'Frank Cook')",,,,
,"('James Douglas', 'Fred Martinez')",,,,
,"('Martha Goodsell', 'Ashur Terwilliger')",,,,
,"('Jeff Decker', 'Marchie Diffindorf')",,,,
,"('Brett Chedzoy', 'Karl Gesslein')",,,,
,"('Aaron Gowan', 'Lois Dillworth')",,,,
,"('Bob Freeman', 'Terry Collins')",,,,
,"('Jaqueline Beal', 'Karl Gesslein')",,,,
,"('Jeffery Jacquet', 'Bob Freeman')",,,,
,"('David Slottje', 'Jaqueline Beal')",,,,
,"('Richard Lasky', 'Ashur Terwilliger')",,,,
,"('Florence Alpert', 'Martha Goodsell')",,,,
,"('Peter Pappas', 'Frank Cook')",,,,
,"('Jeffery Jacquet', 'Darrick Evensen')",,,,
,"('Dan Lindsay', 'Loretta Sullivan')",,,,
,"('Robert Williams', 'Randy Murray')",,,,
,"('Jim Worden', 'Ken Strickland')",,,,
,"('Arthur Cacciola', 'Peter Pappas')",,,,
,"('David Slottje', 'Fred Martinez')",,,,
,"('Jeremy Wheeler', 'Dan Fitzsimmons')",,,,
,"('John Holko', 'Steve Szczepanski')",,,,
,"('Susannah Reese', 'Ed Griffith')",,,,
,"('Marchie Diffindorf', 'Terry Collins')",,,,
,"('Martha Goodsell', 'Coulter Heavenrich')",,,,
,"('Darlene Cobler', 'Dan Fitzsimmons')",,,,
,"('Gary Lash', 'Ken Strickland')",,,,
,"('Judy Quigley', 'Brenda Boyce')",,,,
,"('Peter Pappas', 'Bob Freeman')",,,,
,"('Rachel Treichler', 'Jaqueline Beal')",,,,
,"('Ron McEwen', 'Brad Robinson')",,,,
,"('Gary Henry', 'Lynn Craig')",,,,
,"('Nicole Gwardyak', 'Lynn Craig')",,,,
,"('Ken Gordo', 'Matt Crowe')",,,,
,"('Lynn Craig', 'Chris Denton')",,,,
,"('Brenda Boyce', 'Debralyn Muscato')",,,,
,"('Dan Bish', 'Jackie Root')",,,,
,"('Peter Pappas', 'Steve Szczepanski')",,,,
,"('Nick Schoonover', 'Karl Gesslein')",,,,
,"('Nicole Gwardyak', 'Ashur Terwilliger')",,,,
,"('John Holko', 'Elaine Jardine')",,,,
,"('James Douglas', 'Doug Barton')",,,,
,"('Lynn Craig', 'Marchie Diffindorf')",,,,
,"('Terry Engelder', 'Coulter Heavenrich')",,,,
,"('Chris Denton', 'Ashur Terwilliger')",,,,
,"('Richard Lasky', 'Doug McLinko')",,,,
,"('Lynn Craig', 'John Holko')",,,,
,"('Dick VanScoy', 'Wayne Wells')",,,,
,"('Jeffery Jacquet', 'Bob Aman')",,,,
,"('Jeffery Jacquet', 'Lynn Craig')",,,,
,"('Peter Pappas', 'Bill Kulze')",,,,
,"('Joseph Bish', 'Eric Halstead')",,,,
,"('Susannah Reese', 'Mark Sorochinsky')",,,,
,"('Mike Dannaher', 'Gary Lash')",,,,
,"('Chris Denton', 'Frank Cook')",,,,
,"('Ron Keibel', 'Kevin Noble')",,,,
,"('Loretta Sullivan', 'Doug McLinko')",,,,
,"('Terry Engelder', 'Brenda Boyce')",,,,
,"('James Douglas', 'Matt Crowe')",,,,
,"('David Weber', 'Ken Strickland')",,,,
,"('Terry Engelder', 'Kevin Burns')",,,,
,"('Bob Aman', 'Ken Strickland')",,,,
,"('Christine Curkendall', 'John Holko')",,,,
,"('Robert Williams', 'Sue Heavenrich')",,,,
,"('Ed Griffith', 'Randy Murray')",,,,
,"('James Douglas', 'Frank Cook')",,,,
,"('Christine Curkendall', 'Steve Szczepanski')",,,,
,"('Bill Kulze', 'Terry Collins')",,,,
,"('Darlene Cobler', 'Ed Griffith')",,,,
,"('Peter Pappas', 'Connie Kulze')",,,,
,"('Florence Alpert', 'Karl Gesslein')",,,,
,"('Rachel Treichler', 'Chris Denton')",,,,
,"('Aaron Gowan', 'Randy Murray')",,,,
,"('Connie Kulze', 'Kevin Burns')",,,,
,"('Susannah Reese', 'Kevin Burns')",,,,
,"('Milton Dougherty', 'Brenda Boyce')",,,,
,"('Kurt Schrader', 'Jim Worden')",,,,
,"('Rachel Treichler', 'Bill Leonard')",,,,
,"('Bill Leonard', 'Chris Denton')",,,,
,"('Tom Libous', 'Lois Dillworth')",,,,
,"('Terry Engelder', 'Susannah Reese')",,,,
,"('Nicole Gwardyak', 'Doug Barton')",,,,
,"('Don Boyce', 'Robert Riggs')",,,,
,"('Robert Williams', 'Bill Kulze')",,,,
,"('Brett Chedzoy', 'Frank Cook')",,,,
,"('Arthur Cacciola', 'David Weber')",,,,
,"('Robert Williams', 'Don Zaengle')",,,,
,"('Dick VanScoy', 'Kevin Burns')",,,,
,"('Jeffery Jacquet', 'Karl Gesslein')",,,,
,"('Peter Pappas', 'Lynn Craig')",,,,
,"('Bill Kulze', 'Elaine Jardine')",,,,
,"('Don Barber', 'Chris Denton')",,,,
,"('Elaine Jardine', 'Wayne Wells')",,,,
,"('Loretta Sullivan', 'Matt Crowe')",,,,
,"('Jamal Diboun', 'Debralyn Muscato')",,,,
,"('Jeremy Wheeler', 'Jackie Root')",,,,
,"('Ed Griffith', 'Sue Heavenrich')",,,,
,"('Brenda Boyce', 'Kevin Burns')",,,,
,"('Ron McEwen', 'Wayne Wells')",,,,
,"('Susannah Reese', 'Ron McEwen')",,,,
,"('David Slottje', 'Arthur Cacciola')",,,,
,"('Don Barber', 'Terry Engelder')",,,,
,"('Dave Dibble', 'George Williams')",,,,
,"('Judy Quigley', 'Matt Crowe')",,,,
,"('Martha Goodsell', 'George Williams')",,,,
,"('Lynn Craig', 'Ashur Terwilliger')",,,,
,"('Elaine Jardine', 'Mark Sorochinsky')",,,,
,"('Bob Aman', 'Doug McLinko')",,,,
,"('Dan Lindsay', 'Debralyn Muscato')",,,,
,"('Christine Curkendall', 'Randy Murray')",,,,
,"('Matt Crowe', 'Robert Riggs')",,,,
,"('Nicole Gwardyak', 'Kurt Schrader')",,,,
,"('Lynn Craig', 'Brenda Boyce')",,,,
,"('Judy Quigley', 'Tom Libous')",,,,
,"('Tom Libous', 'Jamal Diboun')",,,,
,"('Don Boyce', 'Sue Heavenrich')",,,,
,"('John Holko', 'Sue Heavenrich')",,,,
,"('Jeff Decker', 'Kevin Burns')",,,,
,"('Ed Griffith', 'Bill Kulze')",,,,
,"('Matt Crowe', 'Chris Denton')",,,,
,"('Bill Leonard', 'Jim Worden')",,,,
,"('David Slottje', 'Terry Engelder')",,,,
,"('Aaron Gowan', 'Matt Crowe')",,,,
,"('Rachel Treichler', 'Randy Murray')",,,,
,"('Don Barber', 'Fred Martinez')",,,,
,"('Don Zaengle', 'Matt Crowe')",,,,
,"('Ron Keibel', 'Milton Dougherty')",,,,
,"('Ron Keibel', 'Jaqueline Beal')",,,,
,"('Arthur Cacciola', 'Lois Dillworth')",,,,
,"('Christine Curkendall', 'Dan Bish')",,,,
,"('Chris Brown', 'Gary Lash')",,,,
,"('David Slottje', 'Ashur Terwilliger')",,,,
,"('Jeffery Jacquet', 'Joseph Bish')",,,,
,"('Dan Lindsay', 'Bill Leonard')",,,,
,"('Fred Martinez', 'Mark Sorochinsky')",,,,
,"('Judy Quigley', 'Bill Kulze')",,,,
,"('Don Boyce', 'Brenda Boyce')",,,,
,"('Jeffery Jacquet', 'Dan Fitzsimmons')",,,,
,"('Loretta Sullivan', 'Carrie Czebiniak')",,,,
,"('Lois Dillworth', 'Sue Heavenrich')",,,,
,"('Robert Williams', 'Bob Freeman')",,,,
,"('Chris Brown', 'Mike Dannaher')",,,,
,"('Rachel Treichler', 'Marchie Diffindorf')",,,,
,"('Ron Keibel', 'John Holko')",,,,
,"('Ron McEwen', 'Matt Crowe')",,,,
,"('Rachel Treichler', 'Darrick Evensen')",,,,
,"('Gary Henry', 'Bill Kulze')",,,,
,"('Loretta Sullivan', 'Doug Barton')",,,,
,"('Helen Slottje', 'Christine Curkendall')",,,,
,"('Robert Williams', 'Gary Henry')",,,,
,"('Jamal Diboun', 'Jeff Decker')",,,,
,"('Jeremy Wheeler', 'Dick VanScoy')",,,,
,"('Helen Slottje', 'Ron McEwen')",,,,
,"('Chris Brown', 'Jim Worden')",,,,
,"('Lois Dillworth', 'Robert Riggs')",,,,
,"('Arthur Cacciola', 'Ken Strickland')",,,,
,"('Jeremy Wheeler', 'Gary Lash')",,,,
,"('George Williams', 'Dan Fitzsimmons')",,,,
,"('Matt Crowe', 'Dan Fitzsimmons')",,,,
,"('Dave Dibble', 'Lynn Craig')",,,,
,"('Jeff Decker', 'Debralyn Muscato')",,,,
,"('Gary Henry', 'Florence Alpert')",,,,
,"('Tom Libous', 'Randy Murray')",,,,
,"('Richard Lasky', 'John Holko')",,,,
,"('Terry Engelder', 'Alice Irons')",,,,
,"('Nicole Gwardyak', 'Tim Whitesell')",,,,
,"('Helen Slottje', 'Aaron Gowan')",,,,
,"('Bill Leonard', 'Eric Halstead')",,,,
,"('James Douglas', 'Nicole Gwardyak')",,,,
,"('Aaron Gowan', 'Susannah Reese')",,,,
,"('Alice Irons', 'Frank Cook')",,,,
,"('Tom Libous', 'Terry Engelder')",,,,
,"('Gary Henry', 'Jaqueline Beal')",,,,
,"('Susannah Reese', 'Bill Kulze')",,,,
,"('Kurt Schrader', 'Robert Salvato')",,,,
,"('George Williams', 'Connie Kulze')",,,,
,"('Tim Whitesell', 'Brenda Boyce')",,,,
,"('Dan Lindsay', 'Ed Griffith')",,,,
,"('Jamal Diboun', 'Jackie Root')",,,,
,"('Don Barber', 'Connie Kulze')",,,,
,"('Robert Williams', 'Gary Lash')",,,,
,"('Jeff Decker', 'Doug McLinko')",,,,
,"('Don Barber', 'David Slottje')",,,,
,"('David Weber', 'Carrie Czebiniak')",,,,
,"('Jeremy Wheeler', 'Karl Gesslein')",,,,
,"('Helen Slottje', 'Kevin Burns')",,,,
,"('Don Zaengle', 'Fred Martinez')",,,,
,"('Nicole Gwardyak', 'Mike Dannaher')",,,,
,"('Bill Leonard', 'Ken Gordo')",,,,
,"('Dave Dibble', 'Darrick Evensen')",,,,
,"('Arthur Cacciola', 'Kurt Schrader')",,,,
,"('Gary Henry', 'Matt Crowe')",,,,
,"('Jeff Decker', 'Carrie Czebiniak')",,,,
,"('Don Barber', 'Jeremy Wheeler')",,,,
,"('Nick Schoonover', 'Terry Engelder')",,,,
,"('Dan Bish', 'Dick VanScoy')",,,,
,"('Helen Slottje', 'Milton Dougherty')",,,,
,"('Joseph Bish', 'Ron Keibel')",,,,
,"('Jim Douglas', 'Kevin Noble')",,,,
,"('Doug Barton', 'Carrie Czebiniak')",,,,
,"('Tom Libous', 'Dan Bish')",,,,
,"('Florence Alpert', 'Chris Denton')",,,,
,"('Dan Lindsay', 'Doug Barton')",,,,
,"('Jeremy Wheeler', 'Fred Martinez')",,,,
,"('Loretta Sullivan', 'Karl Gesslein')",,,,
,"('Helen Slottje', 'Dan Bish')",,,,
,"('Peter Pappas', 'Matt Crowe')",,,,
,"('Sue Heavenrich', 'Steve Szczepanski')",,,,
,"('Robert Salvato', 'Chris Denton')",,,,
,"('Judy Quigley', 'Nick Schoonover')",,,,
,"('Don Barber', 'Mike Dannaher')",,,,
,"('Bob Freeman', 'Sue Heavenrich')",,,,
,"('Tom Libous', 'Mark Sorochinsky')",,,,
,"('Loretta Sullivan', 'Don Zaengle')",,,,
,"('Alice Irons', 'Milton Dougherty')",,,,
,"('Brenda Boyce', 'Jackie Root')",,,,
,"('Coulter Heavenrich', 'Frank Cook')",,,,
,"('Nick Schoonover', 'Arthur Cacciola')",,,,
,"('Loretta Sullivan', 'Tim Whitesell')",,,,
,"('Richard Lasky', 'George Williams')",,,,
,"('Jamal Diboun', 'Kevin Noble')",,,,
,"('Kurt Schrader', 'Debralyn Muscato')",,,,
,"('Bill Kulze', 'Wayne Wells')",,,,
,"('Jeff Decker', 'Brenda Boyce')",,,,
,"('Darlene Cobler', 'Debralyn Muscato')",,,,
,"('Terry Engelder', 'Brad Robinson')",,,,
,"('Eric Halstead', 'Robert Riggs')",,,,
,"('Jim Worden', 'Sue Heavenrich')",,,,
,"('Don Boyce', 'Robert Salvato')",,,,
,"('Matt Crowe', 'Connie Kulze')",,,,
,"('Eric Halstead', 'Kevin Burns')",,,,
,"('Don Boyce', 'Don Zaengle')",,,,
,"('Aaron Gowan', 'Elaine Jardine')",,,,
,"('Jackie Root', 'Steve Szczepanski')",,,,
,"('John Holko', 'Marchie Diffindorf')",,,,
,"('Kurt Schrader', 'Eric Gartenman')",,,,
,"('Susannah Reese', 'Jim Worden')",,,,
,"('Eric Halstead', 'Bob Freeman')",,,,
,"('Wayne Wells', 'Frank Cook')",,,,
,"('Jaqueline Beal', 'George Williams')",,,,
,"('Judy Quigley', 'Eric Halstead')",,,,
,"('Robert Williams', 'Eric Gartenman')",,,,
,"('Judy Quigley', 'Robert Riggs')",,,,
,"('Christine Curkendall', 'Jackie Root')",,,,
,"('Jackie Root', 'Wayne Wells')",,,,
,"('Connie Kulze', 'Chris Denton')",,,,
,"('Tim Whitesell', 'George Williams')",,,,
,"('Bill Leonard', 'Robert Riggs')",,,,
,"('Ron Keibel', 'Doug McLinko')",,,,
,"('Peter Pappas', 'Randy Murray')",,,,
,"('Helen Slottje', 'Doug McLinko')",,,,
,"('Don Boyce', 'Susannah Reese')",,,,
,"('Don Zaengle', 'Florence Alpert')",,,,
,"('Rachel Treichler', 'Jeremy Wheeler')",,,,
,"('Don Barber', 'Doug McLinko')",,,,
,"('Nicole Gwardyak', 'Jeff Decker')",,,,
,"('Tim Whitesell', 'Doug McLinko')",,,,
,"('Kevin Noble', 'Coulter Heavenrich')",,,,
,"('James Douglas', 'Dick VanScoy')",,,,
,"('Dan Lindsay', 'Robert Williams')",,,,
,"('Lynn Craig', 'Karl Gesslein')",,,,
,"('Peter Pappas', 'Ed Griffith')",,,,
,"('Ron Keibel', 'Dick VanScoy')",,,,
,"('Nicole Gwardyak', 'Matt Crowe')",,,,
,"('Jeffery Jacquet', 'Susannah Reese')",,,,
,"('Kurt Schrader', 'Brenda Boyce')",,,,
,"('Ron McEwen', 'Chris Denton')",,,,
,"('Tom Libous', 'James Douglas')",,,,
,"('Lynn Craig', 'Robert Riggs')",,,,
,"('Loretta Sullivan', 'Ken Strickland')",,,,
,"('Alice Irons', 'Randy Murray')",,,,
,"('Brett Chedzoy', 'Matt Crowe')",,,,
,"('Dan Bish', 'Sue Heavenrich')",,,,
,"('Martha Goodsell', 'Kevin Burns')",,,,
,"('Tom Libous', 'Dick VanScoy')",,,,
,"('Alice Irons', 'Doug McLinko')",,,,
,"('Florence Alpert', 'John Holko')",,,,
,"('Peter Pappas', 'Robert Riggs')",,,,
,"('Lynn Craig', 'Jim Worden')",,,,
,"('Susannah Reese', 'Bob Aman')",,,,
,"('Darlene Cobler', 'Coulter Heavenrich')",,,,
,"('Darlene Cobler', 'Bill Kulze')",,,,
,"('Richard Lasky', 'Brenda Boyce')",,,,
,"('Brett Chedzoy', 'Dick VanScoy')",,,,
,"('Florence Alpert', 'Frank Cook')",,,,
,"('Terry Engelder', 'Brett Chedzoy')",,,,
,"('Richard Lasky', 'Jackie Root')",,,,
,"('Jamal Diboun', 'Brett Chedzoy')",,,,
,"('Brett Chedzoy', 'Marchie Diffindorf')",,,,
,"('Jeffery Jacquet', 'Peter Pappas')",,,,
,"('Milton Dougherty', 'John Holko')",,,,
,"('Eric Halstead', 'Darlene Cobler')",,,,
,"('Kurt Schrader', 'Wayne Wells')",,,,
,"('Mike Dannaher', 'Darrick Evensen')",,,,
,"('Kevin Noble', 'Jaqueline Beal')",,,,
,"('Kevin Burns', 'Marchie Diffindorf')",,,,
,"('Jaqueline Beal', 'Robert Riggs')",,,,
,"('Tim Whitesell', 'Chris Denton')",,,,
,"('Bob Freeman', 'Ken Gordo')",,,,
,"('Brenda Boyce', 'Mark Sorochinsky')",,,,
,"('Nicole Gwardyak', 'Susannah Reese')",,,,
,"('Nicole Gwardyak', 'George Williams')",,,,
,"('Jeff Decker', 'Fred Martinez')",,,,
,"('Ron McEwen', 'Sue Heavenrich')",,,,
,"('Dan Lindsay', 'Jaqueline Beal')",,,,
,"('Eric Halstead', 'Fred Martinez')",,,,
,"('Joseph Bish', 'Jackie Root')",,,,
,"('James Douglas', 'Connie Kulze')",,,,
,"('James Douglas', 'Marchie Diffindorf')",,,,
,"('Chris Brown', 'Don Boyce')",,,,
,"('Peter Pappas', 'Ken Strickland')",,,,
,"('Connie Kulze', 'Marchie Diffindorf')",,,,
,"('Mark Sorochinsky', 'Doug McLinko')",,,,
,"('Don Boyce', 'Mike Dannaher')",,,,
,"('Richard Lasky', 'Dick VanScoy')",,,,
,"('Ron McEwen', 'Ed Griffith')",,,,
,"('Connie Kulze', 'Darrick Evensen')",,,,
,"('Eric Gartenman', 'Connie Kulze')",,,,
,"('Alice Irons', 'Eric Gartenman')",,,,
,"('Bill Kulze', 'Steve Szczepanski')",,,,
,"('Nicole Gwardyak', 'Terry Collins')",,,,
,"('Eric Halstead', 'Doug McLinko')",,,,
,"('Don Barber', 'Brett Chedzoy')",,,,
,"('Bill Kulze', 'Matt Crowe')",,,,
,"('Kevin Noble', 'Wayne Wells')",,,,
,"('Tom Libous', 'Bill Leonard')",,,,
,"('Rachel Treichler', 'Richard Lasky')",,,,
,"('Alice Irons', 'Lois Dillworth')",,,,
,"('Brett Chedzoy', 'Kevin Noble')",,,,
,"('Christine Curkendall', 'Gary Lash')",,,,
,"('Darlene Cobler', 'Darrick Evensen')",,,,
,"('Brett Chedzoy', 'Eric Gartenman')",,,,
,"('Terry Engelder', 'Christine Curkendall')",,,,
,"('Florence Alpert', 'Bob Freeman')",,,,
,"('Loretta Sullivan', 'John Holko')",,,,
,"('Darlene Cobler', 'Bob Freeman')",,,,
,"('Ed Griffith', 'Carrie Czebiniak')",,,,
,"('Gary Henry', 'Karl Gesslein')",,,,
,"('Aaron Gowan', 'Mike Dannaher')",,,,
,"('Kurt Schrader', 'Matt Crowe')",,,,
,"('Bob Freeman', 'Chris Denton')",,,,
,"('Joseph Bish', 'Dick VanScoy')",,,,
,"('Alice Irons', 'Fred Martinez')",,,,
,"('Richard Lasky', 'Sue Heavenrich')",,,,
,"('Jamal Diboun', 'Florence Alpert')",,,,
,"('Dan Lindsay', 'Brenda Boyce')",,,,
,"('Dave Dibble', 'Eric Gartenman')",,,,
,"('Helen Slottje', 'Robert Salvato')",,,,
,"('John Holko', 'Carrie Czebiniak')",,,,
,"('Loretta Sullivan', 'Bill Leonard')",,,,
,"('Milton Dougherty', 'Frank Cook')",,,,
,"('Nicole Gwardyak', 'Martha Goodsell')",,,,
,"('Tim Whitesell', 'Eric Gartenman')",,,,
,"('David Slottje', 'Dan Lindsay')",,,,
,"('Dick VanScoy', 'Brad Robinson')",,,,
,"('Robert Salvato', 'Coulter Heavenrich')",,,,
,"('Dave Dibble', 'Doug Barton')",,,,
,"('Richard Lasky', 'Jaqueline Beal')",,,,
,"('Ken Gordo', 'Sue Heavenrich')",,,,
,"('Dan Fitzsimmons', 'Ken Strickland')",,,,
,"('Jim Douglas', 'Eric Gartenman')",,,,
,"('Susannah Reese', 'Ron Keibel')",,,,
,"('Arthur Cacciola', 'Ron Keibel')",,,,
,"('David Slottje', 'Carrie Czebiniak')",,,,
,"('Rachel Treichler', 'Tim Whitesell')",,,,
,"('Brett Chedzoy', 'Elaine Jardine')",,,,
,"('Richard Lasky', 'Ken Strickland')",,,,
,"('Arthur Cacciola', 'Christine Curkendall')",,,,
,"('Tim Whitesell', 'Darrick Evensen')",,,,
,"('Darlene Cobler', 'Kevin Noble')",,,,
,"('Loretta Sullivan', 'Robert Riggs')",,,,
,"('Bill Leonard', 'Bob Freeman')",,,,
,"('David Slottje', 'Dan Bish')",,,,
,"('Debralyn Muscato', 'Steve Szczepanski')",,,,
,"('Jim Douglas', 'Peter Pappas')",,,,
,"('Fred Martinez', 'Ashur Terwilliger')",,,,
,"('Dick VanScoy', 'Connie Kulze')",,,,
,"('David Slottje', 'Robert Salvato')",,,,
